seed,total_evac_time
478163327,2219.0
107420369,3623.0
1181241943,2675.0
1051802512,2512.0
958682846,2329.0
599310825,3046.0
440213415,2783.0
373399426,1546.0
1812140441,2144.0
136505587,1733.0
